,,,,,,
Name,Age,Gender,Married,Job,Annual Income,Did he accept the credit card
Garrison,41,Male,No,Painter,89322,No
Fannie,26,Female,Yes,Captain,79730,Yes
Falisha,32,Female,No,Painter,76693,Yes
Ethel,47,Male,No,Teacher,46490,No
Erasmo,28,Female,No,Doctor,48368,Yes
Denton,27,Male,No,Engineer,77125,No
Carisa,34,Male,No,Doctor,54083,Yes
Cameo,49,Female,No,Engineer,84193,No
Aviva,43,Female,No,tailor,42462,No
Annabelle,26,Male,No,Worker,66102,No
Analisa,37,Male,No,Judge,82658,No
Yoel,28,Male,No,Painter,76019,No
Winter,41,Female,No,Judge,62424,Yes
Tyshawn,21,Female,Yes,Pilot,65943,No
Truman,47,Male,Yes,Painter,54001,Yes
Trish,29,Male,Yes,Worker,53204,Yes
Tracee,31,Male,Yes,Pilot,53012,No
Thuy,30,Female,No,Doctor,81708,Yes
Tawni,22,Female,No,Accountant,70944,Yes
Takara,48,Male,No,Teacher,58862,No
Stephine,39,Female,No,Captain,55213,Yes
Shiloh,33,Female,No,Teacher,42150,Yes
Sherwin,44,Female,No,Doctor,51225,No
Shareka,20,Female,Yes,Doctor,63146,No
Shanise,50,Female,No,Teacher,87956,No
Sabina,23,Female,Yes,tailor,74766,Yes
Royal,25,Female,No,Doctor,64502,No
Rolanda,40,Female,No,Pilot,47227,Yes
Raleigh,42,Male,Yes,Pilot,80496,No
Princeton,35,Male,Yes,Pilot,57211,No
Nena,24,Male,No,Painter,85336,No
Nastassia,27,Female,Yes,Pilot,68807,No
Mitzi,34,Female,Yes,Engineer,67869,No
Milo,35,Male,Yes,Judge,57502,No
Micki,27,Male,No,Worker,14329,No
Merry,33,Female,Yes,Painter,51321,No
Meridith,53,Male,Yes,Teacher,38221,Yes
Menachem,49,Male,Yes,Painter,17269,No
Mckinley,21,Male,No,Judge,60571,Yes
Maegen,31,Male,No,Pilot,35072,Yes
Lorin,30,Female,No,Painter,19195,Yes
Lianne,71,Female,Yes,tailor,48978,Yes
Lenny,67,Female,Yes,Painter,35379,Yes
Lamarr,17,Male,Yes,Judge,34649,No
Kelby,38,Female,No,Captain,62662,Yes
Kandyce,56,Female,No,Painter,41281,No
Janiece,29,Female,Yes,Pilot,22567,Yes
Iman,41,Female,Yes,Teacher,25867,Yes
Horacio,18,Female,Yes,Engineer,63676,Yes
Hollis,45,Female,Yes,Worker,32689,No
Fermin,42,Male,Yes,Painter,22421,Yes
Evangeline,57,Male,No,Captain,54202,No
Eriberto,58,Female,No,tailor,44848,Yes
Denita,55,Male,Yes,tailor,55080,No
Demetris,52,Female,Yes,Accountant,17741,Yes
Danya,43,Female,No,Teacher,30398,Yes
Bobbijo,34,Male,No,Captain,17488,No
Asheley,39,Male,No,Teacher,46208,Yes
Arika,23,Female,No,Painter,58788,No
Annamaria,22,Male,No,Engineer,56792,Yes
Adeline,54,Male,No,Engineer,64573,Yes
Wilma,61,Male,Yes,Pilot,59647,No
Tova,65,Female,Yes,Doctor,23562,No
Stacee,70,Male,Yes,Accountant,59684,Yes
Sherena,44,Male,Yes,Teacher,42868,Yes
Shantia,64,Female,No,Judge,57618,No
Roscoe,68,Male,Yes,Doctor,13063,No
Rodriquez,32,Male,No,Painter,32920,No
Nikkia,72,Female,Yes,Judge,32411,No
Nickolaus,36,Female,Yes,Judge,68530,Yes
Ned,20,Female,Yes,Doctor,63872,Yes
Misha,35,Male,Yes,Teacher,36540,Yes
Mariko,51,Male,No,Worker,47967,No
Lavar,18,Male,No,Painter,43096,No
Lashundra,47,Male,Yes,Painter,17844,No
Lashay,19,Female,No,Accountant,48396,Yes
Lakenya,66,Male,No,Pilot,47230,Yes
Keanna,59,Male,Yes,Teacher,61392,No
Jevon,25,Female,Yes,Engineer,23442,No
Jermel,63,Male,Yes,Doctor,18904,No
Janina,69,Male,Yes,Teacher,43825,Yes
Holland,50,Male,No,Engineer,39822,No
Gideon,48,Male,No,Painter,51898,No
Eugenio,40,Female,No,Accountant,62744,Yes
Ernestine,24,Male,Yes,Teacher,42459,No
Douglass,47,Male,No,Teacher,45996,No
Domonic,71,Female,Yes,tailor,65831,Yes
Desean,28,Male,No,Teacher,53697,Yes
Delisa,17,Male,No,Worker,67541,Yes
Charlton,65,Female,Yes,Painter,39920,No
Casondra,33,Female,Yes,Accountant,10275,No
Bjorn,19,Female,No,Captain,18865,Yes
Arlen,53,Male,No,Judge,62090,No
Alessandro,63,Male,Yes,Teacher,50125,No
Acacia,61,Female,Yes,Teacher,37585,Yes
Trang,66,Male,No,Judge,64413,Yes
Thao,42,Female,No,Worker,44780,Yes
Taron,67,Female,No,Worker,37224,No
Shavonda,22,Female,No,Worker,18210,Yes
Sharie,69,Male,No,Teacher,32508,Yes
Shae,39,Female,No,Painter,50902,No
Scarlet,51,Female,No,tailor,69081,No
Sari,52,Male,No,Painter,57965,Yes
Roxie,18,Male,No,Pilot,69245,Yes
Risa,29,Male,No,Worker,10436,No
Rian,60,Female,Yes,Pilot,28253,No
Renard,59,Male,No,Pilot,31076,No
Reena,32,Male,Yes,Engineer,14345,No
Reba,24,Male,Yes,Judge,36817,Yes
Rashid,26,Male,Yes,Pilot,42230,Yes
Randon,57,Female,No,Engineer,29249,No
Rahul,48,Male,No,Pilot,62253,No
Raelynn,70,Female,No,Captain,61708,No
Quanisha,36,Male,Yes,Pilot,52732,No
Pernell,54,Female,Yes,Painter,58373,Yes
Nikolaus,34,Female,Yes,Teacher,31128,Yes
Mordechai,40,Female,Yes,Doctor,49288,No
Mirella,44,Male,Yes,tailor,53954,Yes
Mamie,72,Male,No,Judge,56522,Yes
Leeanna,23,Male,Yes,Worker,26906,No
Laureen,46,Female,No,Painter,45921,Yes
Lateisha,38,Female,Yes,Engineer,17574,No
Lanita,62,Male,Yes,Judge,67125,No
Jovanna,21,Male,Yes,tailor,42911,No
Jannette,37,Female,No,Captain,49699,No
Isha,20,Male,Yes,tailor,13851,No
Geraldo,27,Male,No,Worker,46437,Yes
Emory,49,Male,No,Pilot,68508,No
Dominica,29,Female,Yes,Painter,60305,Yes
Dimitrios,59,Female,Yes,Judge,19960,Yes
Deonta,38,Female,Yes,Accountant,46773,No
Denielle,45,Male,Yes,Teacher,68332,No
Courtland,18,Male,No,Judge,25258,Yes
Chirstopher,56,Male,No,Pilot,29144,Yes
Chelsa,64,Female,No,tailor,24149,Yes
Charley,53,Female,Yes,Pilot,33934,Yes
Charleen,33,Female,Yes,Accountant,61100,Yes
Chardae,72,Male,No,Pilot,53073,No
Channel,47,Female,Yes,Judge,65478,No
Britani,71,Female,No,Teacher,43784,No
Autum,21,Male,No,Painter,53831,Yes
Audrea,68,Female,Yes,Painter,45508,Yes
Asley,48,Female,No,Teacher,21025,Yes
Arin,28,Female,No,Teacher,22995,No
Anwar,42,Male,No,Engineer,17886,No
Amar,37,Male,No,Worker,41763,Yes
Allana,41,Male,Yes,Engineer,67069,No
Yitzchok,19,Female,No,Pilot,27463,No
Tj,35,Male,Yes,Engineer,23822,Yes
Theodora,59,Female,Yes,Judge,34611,No
Terron,43,Male,Yes,Captain,38395,Yes
Terrill,67,Female,No,Captain,14190,Yes
Teressa,36,Female,Yes,Worker,24023,No
Syreeta,52,Male,Yes,Engineer,31317,No
Sky,40,Male,No,tailor,65808,Yes
Shmuel,34,Male,Yes,tailor,64287,Yes
Shalanda,18,Female,Yes,Painter,30734,No
Rosana,45,Female,No,Doctor,48051,No
Ricki,44,Male,No,Doctor,24862,No
Rhoda,21,Male,Yes,tailor,68090,Yes
Rebbecca,32,Male,Yes,Captain,63836,Yes
Raylene,51,Female,Yes,Painter,19706,Yes
Rashard,53,Female,No,Teacher,47355,Yes
Phong,57,Female,Yes,Captain,44605,Yes
Patti,31,Female,No,Captain,41776,No
Opal,46,Female,No,Teacher,15188,No
Odell,23,Male,No,tailor,22022,Yes
Nidia,60,Female,Yes,Worker,34345,No
Nanette,30,Male,No,tailor,38620,Yes
My,58,Female,No,Doctor,18645,Yes
Maryelizabeth,35,Female,Yes,Pilot,12125,No
Lynsie,44,Male,No,Teacher,33888,No
Lino,26,Female,No,Judge,62362,No
Lauri,63,Male,Yes,Captain,13205,Yes
Latorya,40,Male,Yes,Pilot,18739,No
Lashawna,65,Female,No,Captain,63222,Yes
Lachelle,48,Male,Yes,Worker,56712,No
Keyon,30,Female,Yes,Engineer,46633,No
Kennedy,59,Female,No,Pilot,65114,Yes
Keara,49,Female,Yes,Doctor,53549,Yes
Jorel,60,Male,No,Worker,56926,No
Johann,24,Male,Yes,Engineer,62812,No
Jeron,66,Female,No,Judge,13582,Yes
Jennica,58,Male,No,Pilot,43498,No
Jamia,56,Male,No,Painter,24608,No
Immanuel,34,Female,Yes,tailor,31292,Yes
Homero,33,Male,No,Teacher,69764,No
Germaine,45,Male,Yes,Accountant,48711,No
Gareth,21,Male,Yes,Judge,58284,No
Evonne,44,Female,Yes,tailor,17659,Yes
Evelin,61,Male,No,Engineer,61897,No
Erie,60,Male,Yes,Engineer,44174,No
Enjoli,34,Male,Yes,Judge,48415,No
Devorah,62,Female,No,Captain,65995,Yes
Danisha,59,Male,No,Judge,42710,No
Cliffton,21,Female,No,Pilot,17447,No
Carnell,20,Female,No,Engineer,26656,No
Caley,52,Female,No,Captain,45064,Yes
Anamaria,46,Female,No,Judge,44183,Yes
Turner,55,Male,No,Accountant,18257,No
Stevi,36,Female,Yes,tailor,35851,Yes
Sahar,37,Male,No,Teacher,35031,Yes
Rapheal,18,Male,No,Captain,53471,No
Myisha,29,Female,Yes,Pilot,50648,No
Merle,55,Male,Yes,Pilot,50418,No
Martine,61,Female,No,Teacher,41860,Yes
Malarie,42,Female,Yes,tailor,21156,No
Lupita,46,Male,Yes,tailor,56575,Yes
Laurin,38,Male,Yes,Painter,53244,No
Krystyna,22,Male,No,Accountant,24795,Yes
Karolyn,26,Female,Yes,Engineer,25159,Yes
Julieann,45,Female,No,Accountant,31774,Yes
Juancarlos,58,Female,Yes,Accountant,63145,No
Josua,52,Male,No,Pilot,66113,Yes
Jaren,50,Male,No,Teacher,28791,Yes
Jameka,36,Female,Yes,tailor,15793,No
Jackeline,70,Female,Yes,tailor,25084,No
Jacey,60,Female,No,Doctor,22505,Yes
Isreal,37,Male,No,Worker,50277,Yes
Hasan,72,Male,Yes,Engineer,48219,No
Gorge,33,Female,No,Engineer,33629,Yes
Forest,20,Female,No,Judge,39351,Yes
Ellie,68,Male,No,Pilot,36288,Yes
Eamon,59,Male,No,Painter,23139,Yes
Dolly,25,Male,Yes,Pilot,14061,Yes
Destini,28,Male,Yes,Teacher,25991,No
Demetrice,62,Male,No,Captain,36510,Yes
Christel,41,Female,No,Engineer,47630,Yes
Charly,34,Female,No,Teacher,52515,No
Chaka,18,Female,No,Worker,62352,No
Carlotta,57,Female,No,Painter,24083,No
Caprice,49,Male,Yes,Pilot,56141,Yes
Britteny,35,Male,No,Worker,59872,Yes
Azucena,64,Male,No,Pilot,58255,Yes
America,39,Female,No,Judge,40700,No
Amaris,51,Male,No,Painter,23929,No
Alonna,31,Female,No,Accountant,47658,No
Ajay,71,Male,Yes,tailor,43233,Yes
Zachry,17,Male,No,Doctor,21896,Yes
Tyrus,48,Male,Yes,Accountant,52194,Yes
Tyeshia,66,Female,Yes,Worker,38774,No
Teaira,40,Male,Yes,Accountant,17440,No
Tavia,24,Female,Yes,Judge,30496,No
Stanford,63,Male,No,Captain,29277,No
Shimon,27,Female,No,Pilot,62818,Yes
Sarena,21,Male,No,Pilot,37810,No
Ronisha,43,Male,Yes,Engineer,11987,No
Rojelio,65,Female,Yes,Engineer,66104,Yes
Regis,54,Female,No,Accountant,26143,No
Philippe,32,Male,Yes,Worker,20495,Yes
Mya,19,Female,Yes,Engineer,13629,Yes
Mikhail,56,Female,Yes,Doctor,36961,No
Mervin,23,Male,Yes,Judge,26924,No
Meggie,44,Male,Yes,Teacher,48487,No
Matthias,30,Male,Yes,Engineer,29118,Yes
Margaux,53,Female,No,tailor,34002,Yes
Lexie,35,Male,No,Captain,40976,No
Lesa,50,Female,No,Captain,28686,No
Latarsha,41,Female,Yes,Teacher,26679,No
Lafayette,30,Male,Yes,Teacher,38206,Yes
Kristofor,25,Male,Yes,Judge,17068,No
Khristopher,58,Female,Yes,Teacher,12042,No
Khristina,43,Female,No,Engineer,12596,No
Kellan,56,Female,Yes,Painter,42926,Yes
Kedrick,18,Female,Yes,Captain,38498,No
Jonpaul,64,Male,No,Accountant,32310,No
Jaymi,45,Female,No,tailor,53285,Yes
Jarrid,47,Male,No,Teacher,45996,No
Jarid,71,Female,Yes,tailor,65831,Yes
Glenna,28,Male,No,Teacher,53697,Yes
Freda,17,Male,No,Worker,67541,Yes
Faviola,65,Female,Yes,Painter,39920,No
Destin,33,Female,Yes,Accountant,10275,No
Daina,19,Female,No,Captain,18865,Yes
Cristie,53,Male,No,Judge,62090,No
Clement,63,Male,Yes,Teacher,50125,No
Celine,61,Female,Yes,Teacher,37585,Yes
Byran,66,Male,No,Judge,64413,Yes
Benedict,42,Female,No,Worker,44780,Yes
Akilah,67,Female,No,Worker,37224,No
Adelina,22,Female,No,Worker,18210,Yes
Abelardo,24,Male,Yes,Engineer,62812,No
Yisroel,66,Female,No,Judge,13582,Yes
Wilmer,58,Male,No,Pilot,43498,No
Weldon,56,Male,No,Painter,24608,No
Trevon,34,Female,Yes,tailor,31292,Yes
Tito,33,Male,No,Teacher,69764,No
Tiffini,45,Male,Yes,Accountant,48711,No
Spring,21,Male,Yes,Judge,58284,No
Siera,44,Female,Yes,tailor,17659,Yes
Shalena,61,Male,No,Engineer,61897,No
Sami,60,Male,Yes,Engineer,44174,No
Sage,34,Male,Yes,Judge,48415,No
Rueben,62,Female,No,Captain,65995,Yes
Rowdy,59,Male,No,Judge,42710,No
Roshanda,21,Female,No,Pilot,17447,No
Rishi,20,Female,No,Engineer,26656,No
Randee,52,Female,No,Captain,45064,Yes
Quenton,46,Female,No,Judge,44183,Yes
Qiana,55,Male,No,Accountant,18257,No
Natoya,36,Female,Yes,tailor,35851,Yes
Natassia,37,Male,No,Teacher,35031,Yes
Nam,23,Female,Yes,Engineer,38773,No
Mattew,72,Male,No,Captain,60894,No
Marketta,42,Male,Yes,Judge,30568,No
Marika,65,Male,No,Worker,11701,Yes
Lenard,26,Female,No,Accountant,59353,Yes
Layne,69,Female,Yes,Painter,57729,No
Lauran,63,Female,No,tailor,64424,No
Krysti,64,Male,Yes,tailor,44919,No
Kiri,53,Female,Yes,Engineer,38672,No
Kellyann,57,Male,No,Painter,57217,No
Karah,56,Female,Yes,Painter,22958,No
Jules,40,Male,Yes,Engineer,11218,No
Jewell,18,Male,No,Doctor,46596,No
Jerid,68,Male,No,tailor,34719,No
Jeb,43,Male,No,Painter,18294,No
Harriet,32,Male,No,Worker,30805,No
Halie,30,Female,No,Doctor,26908,Yes
Gus,18,Male,No,Pilot,48206,Yes
Geoffery,67,Female,Yes,tailor,10157,Yes
Fausto,70,Male,Yes,Doctor,32892,No
Eloisa,25,Male,No,Painter,26794,No
Ean,50,Female,No,Judge,18253,Yes
Deante,48,Female,No,Captain,41876,No
Darion,28,Male,No,Captain,34613,No
Charlee,22,Male,Yes,Pilot,29476,No
Carri,31,Male,No,Teacher,67996,Yes
Brieanna,19,Male,Yes,Teacher,56092,Yes
Breeann,17,Female,No,Doctor,46901,No
Ayla,47,Male,No,Doctor,65898,Yes
Aria,71,Female,Yes,Accountant,25571,Yes
Albaro,41,Male,No,Teacher,30913,Yes
Thanh,51,Male,No,tailor,60619,No
Tela,54,Male,Yes,Doctor,46625,No
Shawnee,58,Female,Yes,Painter,41115,No
Shaunda,49,Male,No,Pilot,35179,Yes
Sharice,24,Female,No,Painter,36131,Yes
Rylan,45,Male,Yes,Doctor,57158,No
Rondell,29,Male,No,tailor,54750,Yes
Randel,39,Female,No,Painter,32190,No
Niles,35,Male,Yes,Pilot,59371,No
Nikhil,38,Male,Yes,Doctor,34353,No
Nader,27,Female,No,Teacher,36457,Yes
Mohamad,66,Female,No,Pilot,11122,Yes
Mechelle,33,Female,No,tailor,35782,Yes
Mathias,50,Male,Yes,Worker,52929,Yes
Mateo,40,Female,Yes,Doctor,53140,No
Markisha,52,Female,No,Worker,53002,No
Markanthony,72,Male,No,Engineer,59280,Yes
Mahogany,45,Male,Yes,Doctor,48701,No
Lolita,43,Female,No,Teacher,60570,No
Leonor,57,Female,Yes,Teacher,59506,Yes
Laronda,58,Female,Yes,Teacher,10833,No
Lanisha,51,Male,No,Pilot,10648,Yes
Kena,29,Male,Yes,Judge,54607,No
Kayli,17,Female,No,Captain,56993,No
Kateri,61,Female,No,Captain,53320,Yes
Kasha,21,Female,Yes,Engineer,30682,No
Johnetta,38,Male,Yes,Judge,42278,Yes
Jessa,53,Male,Yes,Engineer,24888,Yes
Enrico,37,Male,No,Doctor,61123,No
Doug,20,Male,Yes,Judge,43667,No
Dorcas,18,Male,Yes,Captain,68947,No
Derreck,27,Male,No,Accountant,43742,No
Deanthony,70,Male,No,Teacher,33551,No
Damarcus,33,Male,No,Teacher,30306,Yes
Cornelia,31,Female,Yes,Worker,69275,No
Christophe,48,Male,No,Teacher,19941,Yes
Christianna,49,Female,No,Worker,39836,No
Cherrelle,32,Male,Yes,Captain,51292,Yes
Camie,63,Female,Yes,Doctor,31866,No
Bria,25,Female,No,Teacher,15891,Yes
Blane,64,Male,No,Painter,65066,No
Basil,34,Male,Yes,Judge,66495,Yes
Ashlynn,35,Female,No,Judge,46355,Yes
Aryn,69,Female,Yes,Accountant,20173,Yes
Antron,65,Female,Yes,Painter,33858,Yes
Anjali,42,Female,No,tailor,67839,No
Alyce,60,Female,Yes,Teacher,40540,Yes
Vikram,19,Male,Yes,tailor,14428,Yes
Torrance,54,Male,Yes,Judge,53718,No
Tammara,62,Male,No,Captain,12738,No
Talisa,22,Male,No,Painter,42370,No
Sherice,23,Male,No,tailor,52392,No
Shakeya,68,Female,Yes,tailor,69502,No
Sequoia,71,Female,No,Teacher,28724,No
Sana,24,Male,Yes,Teacher,17553,Yes
Ryanne,66,Female,No,Painter,22318,No
Reymundo,18,Female,Yes,tailor,37766,Yes
Rebekka,26,Male,No,Doctor,12576,Yes
Nechama,47,Male,No,tailor,45226,Yes
Nacole,41,Female,Yes,Worker,42717,Yes
Milan,44,Female,Yes,Engineer,42528,No
Merlin,39,Male,No,Painter,46448,Yes
Merideth,46,Male,Yes,Worker,50586,No
Mercy,56,Male,No,Pilot,32576,No
Linette,36,Male,Yes,Judge,30498,Yes
Lianna,55,Female,No,Doctor,43303,Yes
Lemar,30,Male,No,Teacher,45318,No
Keren,28,Female,No,Doctor,59205,Yes
Kenyata,59,Female,No,Captain,36138,No
Kecia,67,Female,No,Teacher,25628,Yes
Justyn,26,Female,Yes,Judge,41885,Yes
Jerrid,72,Female,No,Doctor,58658,No
Jeramiah,57,Female,Yes,Accountant,44641,Yes
Jamall,20,Female,Yes,Worker,36415,Yes
Jairus,38,Female,Yes,Judge,35266,No
Helene,67,Female,Yes,Engineer,37852,Yes
Hadassah,28,Male,Yes,Worker,56866,Yes
Gil,32,Female,No,Accountant,52120,Yes
Fritz,52,Female,No,Painter,15626,Yes
Duston,56,Female,Yes,Worker,15657,No
Dontrell,36,Female,No,Judge,30094,Yes
Diondra,23,Female,No,Judge,54523,Yes
Delicia,40,Male,Yes,Engineer,45928,Yes
Delano,43,Female,Yes,Captain,34584,Yes
Daria,29,Male,No,Teacher,33979,No
Danilo,49,Male,Yes,Teacher,40977,Yes
Conner,68,Female,No,Teacher,29728,No
Clemente,63,Male,No,Pilot,61853,No
Chrisopher,66,Female,No,Engineer,51384,Yes
China,51,Male,Yes,Painter,68204,Yes
Cherice,17,Male,No,Pilot,15850,No
Cayce,39,Female,Yes,Judge,28563,Yes
Britnie,70,Male,Yes,Captain,69117,Yes
Bonny,59,Male,No,Judge,58352,No
Ammon,18,Male,No,Worker,23738,No
Althea,47,Female,Yes,Accountant,44768,No
Abdullah,30,Female,No,Doctor,37261,Yes
Zakary,60,Male,Yes,Captain,26979,No
Vladimir,41,Female,Yes,Doctor,52664,No
Tyeisha,64,Male,Yes,Doctor,15718,Yes
Twila,69,Male,No,Teacher,67229,Yes
Treva,65,Female,No,Painter,13830,No
Tiffney,27,Male,Yes,Painter,60777,Yes
Tenika,24,Male,Yes,Teacher,19246,Yes
Telisha,35,Male,Yes,Captain,28996,No
Teisha,61,Female,No,Engineer,37300,No
Tarrah,45,Male,Yes,Judge,59887,Yes
Tamira,50,Female,No,tailor,39122,Yes
Sheneka,31,Female,No,Worker,23113,No
Shamara,27,Male,Yes,Accountant,56812,No
Savana,38,Male,No,Doctor,82576,No
Roshonda,34,Male,Yes,Painter,55683,Yes
Rosalva,24,Male,No,Captain,84289,Yes
Refugio,21,Male,No,Engineer,57414,Yes
Rashelle,22,Female,Yes,Worker,45109,No
Pasquale,40,Male,No,Engineer,43497,No
Pa,37,Male,Yes,Pilot,44999,No
Oswaldo,33,Male,No,Accountant,67551,No
Nathon,30,Male,No,Teacher,81024,Yes
Melany,39,Male,Yes,Teacher,80998,No
Megen,35,Female,Yes,Painter,80338,Yes
Marti,25,Male,Yes,Judge,59771,No
Makayla,29,Male,No,Painter,58014,No
Lucero,28,Female,No,Judge,50164,Yes
Lizet,32,Male,No,Doctor,44753,Yes
Linsay,31,Female,Yes,Teacher,70660,Yes
Lilliana,20,Female,Yes,tailor,71524,Yes
Latara,23,Female,Yes,Judge,87562,No
Lashana,36,Male,Yes,Accountant,48889,No
Lacresha,26,Male,No,tailor,63033,Yes
Kunal,33,Female,No,Captain,72984,No
Keyanna,40,Male,Yes,tailor,84819,No
Kamie,38,Female,Yes,tailor,86846,No
Judah,27,Female,Yes,tailor,64408,Yes
Jodee,21,Male,Yes,tailor,48016,No
Jobeth,31,Male,No,tailor,45817,No
Jensen,25,Female,Yes,Doctor,79048,No
Javan,24,Male,Yes,Pilot,69740,No
Jaret,36,Female,No,Worker,78542,No
Jaquan,34,Male,No,Pilot,52794,Yes
Janea,32,Male,No,Judge,60563,No
Jamielee,26,Male,No,Captain,45063,Yes
Jacalyn,20,Male,Yes,tailor,74630,Yes
Isabelle,65,Female,No,Painter,13830,No
Hakim,27,Male,Yes,Painter,60777,Yes
Cherise,35,Male,Yes,Judge,57502,No
Brenden,27,Male,No,Worker,14329,No
Virgil,33,Female,Yes,Painter,51321,No
Teena,53,Male,Yes,Teacher,38221,Yes
Sarina,49,Male,Yes,Painter,17269,No
Rico,21,Male,No,Judge,60571,Yes
Madonna,31,Male,No,Pilot,35072,Yes
Liam,30,Female,No,Painter,19195,Yes
Halley,71,Female,Yes,tailor,48978,Yes
Alysia,67,Female,Yes,Painter,35379,Yes
Timmy,17,Male,Yes,Judge,34649,No
Teela,38,Female,No,Captain,62662,Yes
Sommer,56,Female,No,Painter,41281,No
Natashia,29,Female,Yes,Pilot,22567,Yes
Liana,41,Female,Yes,Teacher,25867,Yes
Jerald,18,Female,Yes,Engineer,63676,Yes
Ella,45,Female,Yes,Worker,32689,No
Bernice,42,Male,Yes,Painter,22421,Yes
Taurean,57,Male,No,Captain,54202,No
Tanika,58,Female,No,tailor,44848,Yes
Nicolle,55,Male,Yes,tailor,55080,No
Jed,52,Female,Yes,Accountant,17741,Yes
Jacques,43,Female,No,Teacher,30398,Yes
Van,34,Male,No,Captain,17488,No
Stephenie,39,Male,No,Teacher,46208,Yes
Jeremie,23,Female,No,Painter,58788,No
Jamil,22,Male,No,Engineer,56792,Yes
Jamila,54,Male,No,Engineer,64573,Yes
Bennie,61,Male,Yes,Pilot,59647,No
Alphonso,65,Female,Yes,Doctor,23562,No
Violet,70,Male,Yes,Accountant,59684,Yes
Tashina,44,Male,Yes,Teacher,42868,Yes
Shenna,64,Female,No,Judge,57618,No
Shanelle,68,Male,Yes,Doctor,13063,No
Dereck,32,Male,No,Painter,32920,No
Angelia,72,Female,Yes,Judge,32411,No
Adolfo,36,Female,Yes,Judge,68530,Yes
Tawny,20,Female,Yes,Doctor,63872,Yes
Marcela,35,Male,Yes,Teacher,36540,Yes
Magdalena,51,Male,No,Worker,47967,No
Katlyn,18,Male,No,Painter,43096,No
Darci,47,Male,Yes,Painter,17844,No
Benito,19,Female,No,Accountant,48396,Yes
Asa,66,Male,No,Pilot,47230,Yes
Tucker,59,Male,Yes,Teacher,61392,No
Sue,25,Female,Yes,Engineer,23442,No
Latesha,63,Male,Yes,Doctor,18904,No
Katina,69,Male,Yes,Teacher,43825,Yes
Jayne,50,Male,No,Engineer,39822,No
Coleman,48,Male,No,Painter,51898,No
Antione,40,Female,No,Accountant,62744,Yes
Renita,24,Male,Yes,Teacher,42459,No
Nestor,47,Male,No,Teacher,45996,No
Natosha,71,Female,Yes,tailor,65831,Yes
Kay,28,Male,No,Teacher,53697,Yes
Jeramy,17,Male,No,Worker,67541,Yes
Jaron,65,Female,Yes,Painter,39920,No
Elmer,33,Female,Yes,Accountant,10275,No
Dianne,19,Female,No,Captain,18865,Yes
Tamera,53,Male,No,Judge,62090,No
Stephani,63,Male,Yes,Teacher,50125,No
Osvaldo,61,Female,Yes,Teacher,37585,Yes
Laurence,66,Male,No,Judge,64413,Yes
Diamond,42,Female,No,Worker,44780,Yes
Juana,67,Female,No,Worker,37224,No
Anais,22,Female,No,Worker,18210,Yes
Shanell,69,Male,No,Teacher,32508,Yes
Shanae,39,Female,No,Painter,50902,No
Mohammed,51,Female,No,tailor,69081,No
Afton,52,Male,No,Painter,57965,Yes
Vickie,18,Male,No,Pilot,69245,Yes
Sharee,29,Male,No,Worker,10436,No
Leona,60,Female,Yes,Pilot,28253,No
Kesha,59,Male,No,Pilot,31076,No
Kenton,32,Male,Yes,Engineer,14345,No
Cornell,24,Male,Yes,Judge,36817,Yes
Ashlyn,26,Male,Yes,Pilot,42230,Yes
Titus,57,Female,No,Engineer,29249,No
Tianna,48,Male,No,Pilot,62253,No
Sarai,70,Female,No,Captain,61708,No
May,36,Male,Yes,Pilot,52732,No
Kasandra,54,Female,Yes,Painter,58373,Yes
Ivory,34,Female,Yes,Teacher,31128,Yes
Grayson,40,Female,Yes,Doctor,49288,No
Darrick,44,Male,Yes,tailor,53954,Yes
Cristopher,72,Male,No,Judge,56522,Yes
Aubree,23,Male,Yes,Worker,26906,No
Archie,46,Female,No,Painter,45921,Yes
Angeline,38,Female,Yes,Engineer,17574,No
Shakira,62,Male,Yes,Judge,67125,No
Scottie,21,Male,Yes,tailor,42911,No
Rocco,37,Female,No,Captain,49699,No
Mikaela,20,Male,Yes,tailor,13851,No
Maxine,27,Male,No,Worker,46437,Yes
Kiera,49,Male,No,Pilot,68508,No
Karli,29,Female,Yes,Painter,60305,Yes
Grady,59,Female,Yes,Judge,19960,Yes
Ervin,38,Female,Yes,Accountant,46773,No
Cyrus,45,Male,Yes,Teacher,68332,No
Ava,18,Male,No,Judge,25258,Yes
Aric,56,Male,No,Pilot,29144,Yes
Allie,64,Female,No,tailor,24149,Yes
Raymundo,53,Female,Yes,Pilot,33934,Yes
Lila,33,Female,Yes,Accountant,61100,Yes
Jammie,72,Male,No,Pilot,53073,No
Fawn,47,Female,Yes,Judge,65478,No
Annamarie,71,Female,No,Teacher,43784,No
Yajaira,21,Male,No,Painter,53831,Yes
Ursula,68,Female,Yes,Painter,45508,Yes
Shannan,48,Female,No,Teacher,21025,Yes
Shaniqua,28,Female,No,Teacher,22995,No
Latia,42,Male,No,Engineer,17886,No
Eugenia,37,Male,No,Worker,41763,Yes
Dulce,41,Male,Yes,Engineer,67069,No
Crystle,19,Female,No,Pilot,27463,No
Brittaney,35,Male,Yes,Engineer,23822,Yes
Arianna,59,Female,Yes,Judge,34611,No
Vaughn,43,Male,Yes,Captain,38395,Yes
